"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Canada","2011","Urban","Male","Christadelphian","Census - de jure - complete tabulation","Final figure, complete","2013","1040",""
"Canada","2011","Urban","Male","Christian Congregational","Census - de jure - complete tabulation","Final figure, complete","2013","720",""
"Canada","2011","Urban","Male","Christian and Mission Alliance","Census - de jure - complete tabulation","Final figure, complete","2013","18800",""
"Canada","2011","Urban","Male","Christian or Plymouth Brethren","Census - de jure - complete tabulation","Final figure, complete","2013","1830",""
"Canada","2011","Urban","Male","Christian Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","20265",""
"Canada","2011","Urban","Male","Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2013","6160",""
"Canada","2011","Urban","Male","Church of Jesus Christ of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2013","39700",""
"Canada","2011","Urban","Male","Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","3050",""
"Canada","2011","Urban","Male","Church of Nazarene","Census - de jure - complete tabulation","Final figure, complete","2013","2900",""
"Canada","2011","Urban","Male","Coptic Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","8285",""
"Canada","2011","Urban","Male","Doukhobors","Census - de jure - complete tabulation","Final figure, complete","2013","675",""
"Canada","2011","Urban","Male","Dutch Reformed","Census - de jure - complete tabulation","Final figure, complete","2013","1280",""
"Canada","2011","Urban","Male","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2013","33530",""
"Canada","2011","Urban","Male","Evangelical Free Church","Census - de jure - complete tabulation","Final figure, complete","2013","1875",""
"Canada","2011","Urban","Male","Evangelical Missionary Church","Census - de jure - complete tabulation","Final figure, complete","2013","2165",""
"Canada","2011","Urban","Male","Free Methodists","Census - de jure - complete tabulation","Final figure, complete","2013","2560",""
"Canada","2011","Urban","Male","Gnostic","Census - de jure - complete tabulation","Final figure, complete","2013","415",""
"Canada","2011","Urban","Male","Greek Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","104170",""
"Canada","2011","Urban","Male","Hindu","Census - de jure - complete tabulation","Final figure, complete","2013","247845",""
"Canada","2011","Urban","Male","Humanist","Census - de jure - complete tabulation","Final figure, complete","2013","1600",""
"Canada","2011","Urban","Male","Interdenominational","Census - de jure - complete tabulation","Final figure, complete","2013","530",""
"Canada","2011","Urban","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","535245",""
"Canada","2011","Urban","Male","Jains","Census - de jure - complete tabulation","Final figure, complete","2013","1700",""
"Canada","2011","Urban","Male","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2013","50010",""
"Canada","2011","Urban","Male","Jewish","Census - de jure - complete tabulation","Final figure, complete","2013","157440",""
"Canada","2011","Urban","Male","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2013","161050",""
"Canada","2011","Urban","Male","Mennonite","Census - de jure - complete tabulation","Final figure, complete","2013","45630",""
"Canada","2011","Urban","Male","Methodist","Census - de jure - complete tabulation","Final figure, complete","2013","8620",""
"Canada","2011","Urban","Male","Mission de l'Esprit Saint","Census - de jure - complete tabulation","Final figure, complete","2013","175",""
"Canada","2011","Urban","Male","Moravian","Census - de jure - complete tabulation","Final figure, complete","2013","1175",""
"Canada","2011","Urban","Male","New Age","Census - de jure - complete tabulation","Final figure, complete","2013","810",""
"Canada","2011","Urban","Male","New Apostolic","Census - de jure - complete tabulation","Final figure, complete","2013","1925",""
"Canada","2011","Urban","Male","Non-denominational","Census - de jure - complete tabulation","Final figure, complete","2013","14615",""
"Canada","2011","Urban","Male","Pagan","Census - de jure - complete tabulation","Final figure, complete","2013","5125",""
"Canada","2011","Urban","Male","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2013","169725",""
"Canada","2011","Urban","Male","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2013","167455",""
"Canada","2011","Urban","Male","Protestant nfd","Census - de jure - complete tabulation","Final figure, complete","2013","203560",""
"Canada","2011","Urban","Male","Quakers","Census - de jure - complete tabulation","Final figure, complete","2013","955",""
"Canada","2011","Urban","Male","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2013","715",""
"Canada","2011","Urban","Male","Reorganized Church of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2013","1045",""
"Canada","2011","Urban","Male","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","4822950",""
"Canada","2011","Urban","Male","Romanian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","3285",""
"Canada","2011","Urban","Male","Russian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","10385",""
"Canada","2011","Urban","Male","Salvation Army","Census - de jure - complete tabulation","Final figure, complete","2013","22510",""
"Canada","2011","Urban","Male","Satanist","Census - de jure - complete tabulation","Final figure, complete","2013","710",""
"Canada","2011","Urban","Male","Scientology","Census - de jure - complete tabulation","Final figure, complete","2013","920",""
"Canada","2011","Urban","Male","Serbian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","11575",""
"Canada","2011","Urban","Male","Shinto","Census - de jure - complete tabulation","Final figure, complete","2013","250",""
"Canada","2011","Urban","Male","Sikh","Census - de jure - complete tabulation","Final figure, complete","2013","223960",""
"Canada","2011","Urban","Male","Spiritualist","Census - de jure - complete tabulation","Final figure, complete","2013","1465",""
"Canada","2011","Urban","Male","Swedenborgian (New Church)","Census - de jure - complete tabulation","Final figure, complete","2013","335",""
"Canada","2011","Urban","Male","Taoist","Census - de jure - complete tabulation","Final figure, complete","2013","1815",""
"Canada","2011","Urban","Male","Ukrainian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","8820",""
"Canada","2011","Urban","Male","Unitarian","Census - de jure - complete tabulation","Final figure, complete","2013","4950",""
"Canada","2011","Urban","Male","United Church","Census - de jure - complete tabulation","Final figure, complete","2013","616725",""
"Canada","2011","Urban","Male","Unity-New Thought-Pantheist","Census - de jure - complete tabulation","Final figure, complete","2013","645",""
"Canada","2011","Urban","Male","Vineyard Christian Fellowship","Census - de jure - complete tabulation","Final figure, complete","2013","585",""
"Canada","2011","Urban","Male","Wesleyan","Census - de jure - complete tabulation","Final figure, complete","2013","3015",""
"Canada","2011","Urban","Male","Worldwide Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","245",""
"Canada","2011","Urban","Male","Zoroastrian","Census - de jure - complete tabulation","Final figure, complete","2013","3070",""
"Canada","2011","Urban","Male","Other Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","12845",""
"Canada","2011","Urban","Male","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2013","2985",""
"Canada","2011","Urban","Male","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2013","103815",""
"Canada","2011","Urban","Male","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2013","19695",""
"Canada","2011","Urban","Male","Other Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","5760",""
"Canada","2011","Urban","Male","No Religion","Census - de jure - complete tabulation","Final figure, complete","2013","3461420",""
"Canada","2011","Urban","Male","Ukrainian Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","19860",""
"Canada","2011","Urban","Male","Apostolic Christian Church","Census - de jure - complete tabulation","Final figure, complete","2013","620",""
"Canada","2011","Urban","Male","Brethren in Christ","Census - de jure - complete tabulation","Final figure, complete","2013","5525",""
"Canada","2011","Urban","Male","Christians, n.i.e.","Census - de jure - complete tabulation","Final figure, complete","2013","587335",""
"Canada","2011","Urban","Male","Canadian Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","2730",""
"Canada","2011","Urban","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2013","13648850",""
"Canada","2011","Urban","Female","Aboriginal spirituality","Census - de jure - complete tabulation","Final figure, complete","2013","10960",""
"Canada","2011","Urban","Female","Adventist","Census - de jure - complete tabulation","Final figure, complete","2013","32165",""
"Canada","2011","Urban","Female","Agnostic","Census - de jure - complete tabulation","Final figure, complete","2013","13695",""
"Canada","2011","Urban","Female","Anglican","Census - de jure - complete tabulation","Final figure, complete","2013","659630",""
"Canada","2011","Urban","Female","Antiochian Orthodox Christian","Census - de jure - complete tabulation","Final figure, complete","2013","620",""
"Canada","2011","Urban","Female","Armenian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","6710",""
"Canada","2011","Urban","Female","Associated Gospel","Census - de jure - complete tabulation","Final figure, complete","2013","2205",""
"Canada","2011","Urban","Female","Atheist","Census - de jure - complete tabulation","Final figure, complete","2013","15560",""
"Canada","2011","Urban","Female","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2013","8640",""
"Canada","2011","Urban","Female","Baptist","Census - de jure - complete tabulation","Final figure, complete","2013","250460",""
"Canada","2011","Urban","Female","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2013","193360",""
"Canada","2011","Urban","Female","Charismatic Renewal","Census - de jure - complete tabulation","Final figure, complete","2013","790",""
"Canada","2011","Urban","Female","Christadelphian","Census - de jure - complete tabulation","Final figure, complete","2013","1255",""
"Canada","2011","Urban","Female","Christian Congregational","Census - de jure - complete tabulation","Final figure, complete","2013","900",""
"Canada","2011","Urban","Female","Christian and Mission Alliance","Census - de jure - complete tabulation","Final figure, complete","2013","21885",""
"Canada","2011","Urban","Female","Christian or Plymouth Brethren","Census - de jure - complete tabulation","Final figure, complete","2013","2140",""
"Canada","2011","Urban","Female","Christian Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","21870",""
"Canada","2011","Urban","Female","Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2013","7380",""
"Canada","2011","Urban","Female","Church of Jesus Christ of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2013","44970",""
"Canada","2011","Urban","Female","Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","3215",""
"Canada","2011","Urban","Female","Church of Nazarene","Census - de jure - complete tabulation","Final figure, complete","2013","3820",""
"Canada","2011","Urban","Female","Coptic Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","7720",""
"Canada","2011","Urban","Female","Doukhobors","Census - de jure - complete tabulation","Final figure, complete","2013","850",""
"Canada","2011","Urban","Female","Dutch Reformed","Census - de jure - complete tabulation","Final figure, complete","2013","1310",""
"Canada","2011","Urban","Female","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2013","37885",""
"Canada","2011","Urban","Female","Evangelical Free Church","Census - de jure - complete tabulation","Final figure, complete","2013","2195",""
"Canada","2011","Urban","Female","Evangelical Missionary Church","Census - de jure - complete tabulation","Final figure, complete","2013","2655",""
"Canada","2011","Urban","Female","Free Methodists","Census - de jure - complete tabulation","Final figure, complete","2013","3635",""
"Canada","2011","Urban","Female","Gnostic","Census - de jure - complete tabulation","Final figure, complete","2013","330",""
"Canada","2011","Urban","Female","Greek Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","105120",""
"Canada","2011","Urban","Female","Hindu","Census - de jure - complete tabulation","Final figure, complete","2013","244760",""
"Canada","2011","Urban","Female","Humanist","Census - de jure - complete tabulation","Final figure, complete","2013","1430",""
"Canada","2011","Urban","Female","Interdenominational","Census - de jure - complete tabulation","Final figure, complete","2013","915",""
"Canada","2011","Urban","Female","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","508495",""
"Canada","2011","Urban","Female","Jains","Census - de jure - complete tabulation","Final figure, complete","2013","1600",""
"Canada","2011","Urban","Female","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2013","62650",""
"Canada","2011","Urban","Female","Jewish","Census - de jure - complete tabulation","Final figure, complete","2013","164145",""
"Canada","2011","Urban","Female","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2013","192750",""
"Canada","2011","Urban","Female","Mennonite","Census - de jure - complete tabulation","Final figure, complete","2013","51585",""
"Canada","2011","Urban","Female","Methodist","Census - de jure - complete tabulation","Final figure, complete","2013","10675",""
"Canada","2011","Urban","Female","Mission de l'Esprit Saint","Census - de jure - complete tabulation","Final figure, complete","2013","225",""
"Canada","2011","Urban","Female","Moravian","Census - de jure - complete tabulation","Final figure, complete","2013","1375",""
"Canada","2011","Urban","Female","New Age","Census - de jure - complete tabulation","Final figure, complete","2013","1185",""
"Canada","2011","Urban","Female","New Apostolic","Census - de jure - complete tabulation","Final figure, complete","2013","2710",""
"Canada","2011","Urban","Female","Non-denominational","Census - de jure - complete tabulation","Final figure, complete","2013","18455",""
"Canada","2011","Urban","Female","Pagan","Census - de jure - complete tabulation","Final figure, complete","2013","7505",""
"Canada","2011","Urban","Female","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2013","208615",""
"Canada","2011","Urban","Female","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2013","199480",""
"Canada","2011","Urban","Female","Protestant nfd","Census - de jure - complete tabulation","Final figure, complete","2013","230075",""
"Canada","2011","Urban","Female","Quakers","Census - de jure - complete tabulation","Final figure, complete","2013","1235",""
"Canada","2011","Urban","Female","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2013","290",""
"Canada","2011","Urban","Female","Reorganized Church of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2013","1205",""
"Canada","2011","Urban","Female","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","5331125",""
"Canada","2011","Urban","Female","Romanian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","3425",""
"Canada","2011","Urban","Female","Russian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","13725",""
"Canada","2011","Urban","Female","Salvation Army","Census - de jure - complete tabulation","Final figure, complete","2013","25375",""
"Canada","2011","Urban","Female","Satanist","Census - de jure - complete tabulation","Final figure, complete","2013","240",""
"Canada","2011","Urban","Female","Scientology","Census - de jure - complete tabulation","Final figure, complete","2013","695",""
"Canada","2011","Urban","Female","Serbian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","10850",""
"Canada","2011","Urban","Female","Shinto","Census - de jure - complete tabulation","Final figure, complete","2013","650",""
"Canada","2011","Urban","Female","Sikh","Census - de jure - complete tabulation","Final figure, complete","2013","220250",""
"Canada","2011","Urban","Female","Spiritualist","Census - de jure - complete tabulation","Final figure, complete","2013","2320",""
"Canada","2011","Urban","Female","Swedenborgian (New Church)","Census - de jure - complete tabulation","Final figure, complete","2013","415",""
"Canada","2011","Urban","Female","Taoist","Census - de jure - complete tabulation","Final figure, complete","2013","1520",""
"Canada","2011","Urban","Female","Ukrainian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","10930",""
"Canada","2011","Urban","Female","Unitarian","Census - de jure - complete tabulation","Final figure, complete","2013","8555",""
"Canada","2011","Urban","Female","United Church","Census - de jure - complete tabulation","Final figure, complete","2013","780330",""
"Canada","2011","Urban","Female","Unity-New Thought-Pantheist","Census - de jure - complete tabulation","Final figure, complete","2013","1750",""
"Canada","2011","Urban","Female","Vineyard Christian Fellowship","Census - de jure - complete tabulation","Final figure, complete","2013","605",""
"Canada","2011","Urban","Female","Wesleyan","Census - de jure - complete tabulation","Final figure, complete","2013","3505",""
"Canada","2011","Urban","Female","Worldwide Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","235",""
"Canada","2011","Urban","Female","Zoroastrian","Census - de jure - complete tabulation","Final figure, complete","2013","2980",""
"Canada","2011","Urban","Female","Other Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","13120",""
"Canada","2011","Urban","Female","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2013","3160",""
"Canada","2011","Urban","Female","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2013","109875",""
"Canada","2011","Urban","Female","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2013","25560",""
"Canada","2011","Urban","Female","Other Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","6240",""
"Canada","2011","Urban","Female","No Religion","Census - de jure - complete tabulation","Final figure, complete","2013","3011040",""
"Canada","2011","Urban","Female","Ukrainian Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","21705",""
"Canada","2011","Urban","Female","Apostolic Christian Church","Census - de jure - complete tabulation","Final figure, complete","2013","720",""
"Canada","2011","Urban","Female","Brethren in Christ","Census - de jure - complete tabulation","Final figure, complete","2013","6405",""
"Canada","2011","Urban","Female","Christians, n.i.e.","Census - de jure - complete tabulation","Final figure, complete","2013","653665",""
"Canada","2011","Urban","Female","Canadian Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","2570",""
"Canada","2011","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","6197830",""
"Canada","2011","Rural","Both Sexes","Aboriginal spirituality","Census - de jure - complete tabulation","Final figure, complete","2013","44920",""
"Canada","2011","Rural","Both Sexes","Adventist","Census - de jure - complete tabulation","Final figure, complete","2013","9035",""
"Canada","2011","Rural","Both Sexes","Agnostic","Census - de jure - complete tabulation","Final figure, complete","2013","4735",""
"Canada","2011","Rural","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2013","423495",""
"Canada","2011","Rural","Both Sexes","Antiochian Orthodox Christian","Census - de jure - complete tabulation","Final figure, complete","2013","30",""
"Canada","2011","Rural","Both Sexes","Armenian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","155",""
"Canada","2011","Rural","Both Sexes","Associated Gospel","Census - de jure - complete tabulation","Final figure, complete","2013","1630",""
"Canada","2011","Rural","Both Sexes","Atheist","Census - de jure - complete tabulation","Final figure, complete","2013","6245",""
"Canada","2011","Rural","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2013","2155",""
"Canada","2011","Rural","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2013","177400",""
"Canada","2011","Rural","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2013","9350",""
"Canada","2011","Rural","Both Sexes","Charismatic Renewal","Census - de jure - complete tabulation","Final figure, complete","2013","490",""
"Canada","2011","Rural","Both Sexes","Christadelphian","Census - de jure - complete tabulation","Final figure, complete","2013","710",""
"Canada","2011","Rural","Both Sexes","Christian Congregational","Census - de jure - complete tabulation","Final figure, complete","2013","895",""
"Canada","2011","Rural","Both Sexes","Christian and Mission Alliance","Census - de jure - complete tabulation","Final figure, complete","2013","10040",""
"Canada","2011","Rural","Both Sexes","Christian or Plymouth Brethren","Census - de jure - complete tabulation","Final figure, complete","2013","1405",""
"Canada","2011","Rural","Both Sexes","Christian Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","23265",""
"Canada","2011","Rural","Both Sexes","Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2013","2275",""
"Canada","2011","Rural","Both Sexes","Church of Jesus Christ of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2013","20700",""
"Canada","2011","Rural","Both Sexes","Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","1030",""
"Canada","2011","Rural","Both Sexes","Church of Nazarene","Census - de jure - complete tabulation","Final figure, complete","2013","2290",""
"Canada","2011","Rural","Both Sexes","Coptic Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","245",""
"Canada","2011","Rural","Both Sexes","Doukhobors","Census - de jure - complete tabulation","Final figure, complete","2013","765",""
"Canada","2011","Rural","Both Sexes","Dutch Reformed","Census - de jure - complete tabulation","Final figure, complete","2013","1760",""
"Canada","2011","Rural","Both Sexes","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2013","21235",""
"Canada","2011","Rural","Both Sexes","Evangelical Free Church","Census - de jure - complete tabulation","Final figure, complete","2013","2475",""
"Canada","2011","Rural","Both Sexes","Evangelical Missionary Church","Census - de jure - complete tabulation","Final figure, complete","2013","3005",""
"Canada","2011","Rural","Both Sexes","Free Methodists","Census - de jure - complete tabulation","Final figure, complete","2013","4355",""
"Canada","2011","Rural","Both Sexes","Gnostic","Census - de jure - complete tabulation","Final figure, complete","2013","125",""
"Canada","2011","Rural","Both Sexes","Greek Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","10965",""
"Canada","2011","Rural","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2013","5360",""
"Canada","2011","Rural","Both Sexes","Humanist","Census - de jure - complete tabulation","Final figure, complete","2013","425",""
"Canada","2011","Rural","Both Sexes","Interdenominational","Census - de jure - complete tabulation","Final figure, complete","2013","370",""
"Canada","2011","Rural","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","10205",""
"Canada","2011","Rural","Both Sexes","Jains","Census - de jure - complete tabulation","Final figure, complete","2013","20",""
"Canada","2011","Rural","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2013","25120",""
"Canada","2011","Rural","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2013","7915",""
"Canada","2011","Rural","Both Sexes","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2013","124380",""
"Canada","2011","Rural","Both Sexes","Mennonite","Census - de jure - complete tabulation","Final figure, complete","2013","81980",""
"Canada","2011","Rural","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2013","3455",""
"Canada","2011","Rural","Both Sexes","Mission de l'Esprit Saint","Census - de jure - complete tabulation","Final figure, complete","2013","120",""
"Canada","2011","Rural","Both Sexes","Moravian","Census - de jure - complete tabulation","Final figure, complete","2013","2470",""
"Canada","2011","Rural","Both Sexes","New Age","Census - de jure - complete tabulation","Final figure, complete","2013","230",""
"Canada","2011","Rural","Both Sexes","New Apostolic","Census - de jure - complete tabulation","Final figure, complete","2013","585",""
"Canada","2011","Rural","Both Sexes","Non-denominational","Census - de jure - complete tabulation","Final figure, complete","2013","10525",""
"Canada","2011","Rural","Both Sexes","Pagan","Census - de jure - complete tabulation","Final figure, complete","2013","2640",""
"Canada","2011","Rural","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2013","100360",""
"Canada","2011","Rural","Both Sexes","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2013","105445",""
"Canada","2011","Rural","Both Sexes","Protestant nfd","Census - de jure - complete tabulation","Final figure, complete","2013","117330",""
"Canada","2011","Rural","Both Sexes","Quakers","Census - de jure - complete tabulation","Final figure, complete","2013","535",""
"Canada","2011","Rural","Both Sexes","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2013","55",""
"Canada","2011","Rural","Both Sexes","Reorganized Church of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2013","1050",""
"Canada","2011","Rural","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","2574805",""
"Canada","2011","Rural","Both Sexes","Romanian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","380",""
"Canada","2011","Rural","Both Sexes","Russian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","1140",""
"Canada","2011","Rural","Both Sexes","Salvation Army","Census - de jure - complete tabulation","Final figure, complete","2013","23070",""
"Canada","2011","Rural","Both Sexes","Satanist","Census - de jure - complete tabulation","Final figure, complete","2013","100",""
"Canada","2011","Rural","Both Sexes","Scientology","Census - de jure - complete tabulation","Final figure, complete","2013","125",""
"Canada","2011","Rural","Both Sexes","Serbian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","355",""
"Canada","2011","Rural","Both Sexes","Shinto","Census - de jure - complete tabulation","Final figure, complete","2013","15",""
"Canada","2011","Rural","Both Sexes","Sikh","Census - de jure - complete tabulation","Final figure, complete","2013","10755",""
"Canada","2011","Rural","Both Sexes","Spiritualist","Census - de jure - complete tabulation","Final figure, complete","2013","530",""
"Canada","2011","Rural","Both Sexes","Swedenborgian (New Church)","Census - de jure - complete tabulation","Final figure, complete","2013","85",""
"Canada","2011","Rural","Both Sexes","Taoist","Census - de jure - complete tabulation","Final figure, complete","2013","285",""
"Canada","2011","Rural","Both Sexes","Ukrainian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","4095",""
"Canada","2011","Rural","Both Sexes","Unitarian","Census - de jure - complete tabulation","Final figure, complete","2013","1620",""
"Canada","2011","Rural","Both Sexes","United Church","Census - de jure - complete tabulation","Final figure, complete","2013","610555",""
"Canada","2011","Rural","Both Sexes","Unity-New Thought-Pantheist","Census - de jure - complete tabulation","Final figure, complete","2013","170",""
"Canada","2011","Rural","Both Sexes","Vineyard Christian Fellowship","Census - de jure - complete tabulation","Final figure, complete","2013","395",""
"Canada","2011","Rural","Both Sexes","Wesleyan","Census - de jure - complete tabulation","Final figure, complete","2013","6770",""
"Canada","2011","Rural","Both Sexes","Worldwide Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","120",""
"Canada","2011","Rural","Both Sexes","Zoroastrian","Census - de jure - complete tabulation","Final figure, complete","2013","80",""
"Canada","2011","Rural","Both Sexes","Other Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","2895",""
"Canada","2011","Rural","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2013","0",""
"Canada","2011","Rural","Both Sexes","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2013","6585",""
"Canada","2011","Rural","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2013","8430",""
"Canada","2011","Rural","Both Sexes","Other Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","10960",""
"Canada","2011","Rural","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2013","1289740",""
"Canada","2011","Rural","Both Sexes","Ukrainian Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","10225",""
"Canada","2011","Rural","Both Sexes","Apostolic Christian Church","Census - de jure - complete tabulation","Final figure, complete","2013","260",""
"Canada","2011","Rural","Both Sexes","Brethren in Christ","Census - de jure - complete tabulation","Final figure, complete","2013","6175",""
"Canada","2011","Rural","Both Sexes","Christians, n.i.e.","Census - de jure - complete tabulation","Final figure, complete","2013","234565",""
"Canada","2011","Rural","Both Sexes","Canadian Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","4815",""
"Canada","2011","Rural","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2013","3157470",""
"Canada","2011","Rural","Male","Aboriginal spirituality","Census - de jure - complete tabulation","Final figure, complete","2013","22745",""
"Canada","2011","Rural","Male","Adventist","Census - de jure - complete tabulation","Final figure, complete","2013","4225",""
"Canada","2011","Rural","Male","Agnostic","Census - de jure - complete tabulation","Final figure, complete","2013","2690",""
"Canada","2011","Rural","Male","Anglican","Census - de jure - complete tabulation","Final figure, complete","2013","204220",""
"Canada","2011","Rural","Male","Antiochian Orthodox Christian","Census - de jure - complete tabulation","Final figure, complete","2013","10",""
"Canada","2011","Rural","Male","Armenian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","90",""
"Canada","2011","Rural","Male","Associated Gospel","Census - de jure - complete tabulation","Final figure, complete","2013","745",""
"Canada","2011","Rural","Male","Atheist","Census - de jure - complete tabulation","Final figure, complete","2013","3905",""
"Canada","2011","Rural","Male","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2013","1010",""
"Canada","2011","Rural","Male","Baptist","Census - de jure - complete tabulation","Final figure, complete","2013","85925",""
"Canada","2011","Rural","Male","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2013","4345",""
"Canada","2011","Rural","Male","Charismatic Renewal","Census - de jure - complete tabulation","Final figure, complete","2013","235",""
"Canada","2011","Rural","Male","Christadelphian","Census - de jure - complete tabulation","Final figure, complete","2013","315",""
"Canada","2011","Rural","Male","Christian Congregational","Census - de jure - complete tabulation","Final figure, complete","2013","445",""
"Canada","2011","Rural","Male","Christian and Mission Alliance","Census - de jure - complete tabulation","Final figure, complete","2013","4750",""
"Canada","2011","Rural","Male","Christian or Plymouth Brethren","Census - de jure - complete tabulation","Final figure, complete","2013","715",""
"Canada","2011","Rural","Male","Christian Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","11890",""
